word count,POS_Standardized,hebrew,transliteration,meaning,gematria ,prime factorization,,,,Is_Prime,Prime_Factor_Count,Contains_Factor_2,Contains_Factor_3,Numerical_Range,Semantic_Category
581,preposition,מבין,mibein,from between / from among,92,2² × 23,2²,23,,,,,,,
1045,preposition,מבחינת,mibkhinat,from the aspect of,497,7 × 71,7,71,,,,,,,
748,noun,מדבר,midbar,desert,246,2 × 3 × 41,2,3,41,,,,,,
843,noun,מגדל,migdal,tower,77,7 × 11,7,11,,,,,,,
945,noun,מגוון,migvan,variety,89,89,89,,,,,,,,
589,preposition,מכך,mikakh,from this,100,2² × 5²,2²,5²,,,,,,,
1406,noun,מילה,mila,word / circumcision,85,5 × 17,5,17,,,,,,,
530,noun,מילים,milim,words,100,2² × 5²,2²,5²,,,,,,,
459,noun,מלחמה,milkhama,war,123,3 × 41,3,41,,,,,,,
771,preposition,מלבד,milvad,except,84,2² × 3 × 7,2²,3,7,,,,,,
582,preposition,ממנה,mimena,from her,125,5³,5³,,,,,,,,
1268,preposition,ממני,mimeni,from me,120,2³ × 3 × 5,2³,3,5,,,,,,
426,noun,מין,min,kind / species / gender,100,2² × 5²,2²,5²,,,,,,,
572,noun,מיני,minei,kinds of / species of,110,2 × 5 × 11,2,5,11,,,,,,
706,noun,משחק,mis'khak,game,358,2 × 179,2,179,,,,,,,
766,adverb,משם,misham,from there,380,2² × 5 × 19,2²,5,19,,,,,,
1301,noun,משק,mishk,farm / livestock,40+300+100 = 440,2³ × 5 × 11,2³,5,11,,,,,,
1549,noun,משמש,mishmash,apricot,40+300+40+300+300 = 980,2² × 5 × 7²,2²,5,7²,,,,,,
422,preposition,משנת,mishnat,from the year [X],750,2 × 3 × 5³,2,3,5³,,,,,,
1024,adjective,משני,mishni,secondary,400,2⁴ × 5²,2⁴,5²,,,,,,,
1576,noun,משפחה,mishpakha,family,395,5 × 79,5,79,,,,,,,
1238,noun,משפחת,mishpakhat,the [name] family,40+300+80+20+5+400 = 845,5 * 13²,5,13²,,,,,,,
1507,noun,משפחתו,mishpakhto,his family,448,2⁶ × 7,2⁶,7,,,,,,,
1012,verb,משתמשים,mishtamshim,using (pl.),785,5 × 157,5,157,,,,,,,
860,nou,משרד,misrad,office / bureau / Ministry,354,2 × 3 × 59,2,3,59,,,,,,
887,noun,מסוג,misug,of a kind / of a class / of a type,73,73,73,,,,,,,,
1337,preposition,מטעם,mita'am,on behalf of,540,2² × 3³ × 5,2²,3³,5,,,,,,
696,preposition,מתחת,mitakhat,under / beneath,448,2⁶ × 7,2⁶,7,,,,,,,
477,preposition,מצד,mitsad,from a side / from the [right/left],144,2⁴ × 3²,2⁴,3²,,,,,,,
1166,preposition,מצפון,mitsafon,from the north,236,2² × 59,2²,59,,,,,,,
785,noun,מבנים,mivnim,structures,142,2 × 71,2,71,,,,,,,
1342,noun,מבצע,mivtsa,operation / sale,192,2⁶ × 3,2⁶,3,,,,,,,
425,adverb,מיד,miyad,immediately,54,2 × 3³,2,3³,,,,,,,
970,noun,מזרח,mizrakh,east,243,3⁵,3⁵,,,,,,,,
1177,noun,מועצת,mo'etset,council of,576,2⁶ × 3²,2⁶,3²,,,,,,,
640,verb,מופיע,mofi'a,appear / perform (m.s.),136,2³ × 17,2³,17,,,,,,,
1315,noun/verb,מונה,mone,count (m.s.) / gauge / numerator,105,3 × 5 × 7,3,5,7,,,,,,
678,noun,מוסדות,mosadot,institutes,560,2⁴ × 5 × 7,2⁴,5,7,,,,,,
751,noun,מות,mot,the death of,446,2 × 223,2,223,,,,,,,
1215,verb,מוצא,motse,finds (m.s.),40+6+90+1 = 137,137,137,,,,,,,,
533,adjective,מורחב,murkhav,widened / broadened,258,2 × 3 × 43,2,3,43,,,,,,
1266,noun,מוזיאון,muze'on,museum,103,103,103,,,,,,,,
735,adverb,נא,na,please,51,3 × 17,3,17,,,,,,,
1004,verb,נהגה,nahaga,drove / used to (f.s.),63,3² × 7,3²,7,,,,,,,
1260,verb,נהגו,nahagu,drove / used to (pl.),64,2⁶,2⁶,,,,,,,,
1283,noun,נהר,nahar,river,50+5+200 = 255,3 * 5 * 17,3,5,17,,,,,,
969,noun,נהר,nahar,river,255,3 × 5 × 17,3,5,17,,,,,,
635,noun,נחל,nakhal,stream,88,2³ × 11,2³,11,,,,,,,
512,adjective,נכון,nakhon,correct / ready (m.s.),106,2 × 53,2,53,,,,,,,
994,adjective,נמוך,namukh,low / short (m.s.),128,2⁷,2⁷,,,,,,,,
1464,verb,נשא,nasa,carried / married (m.s.),350,2 × 5² × 7,2,5²,7,,,,,,
789,noun,נשים,nashim,women,400,2⁴ × 5²,2⁴,5²,,,,,,,
1308,noun,נשיא,nasi,president,371,7 × 53,7,53,,,,,,,
772,verb,נתן,natan,gave (m.s.),500,2² × 5³,2²,5³,,,,,,,
1513,verb,נאלץ,ne'elats,was forced / was compelled (m.s.),200,2³ × 5²,2³,5²,,,,,,,
1345,verb,נערך,ne'erakh,prepared / made arrangements (m.s.),350,2 × 5² × 7,2,5²,7,,,,,,
1038,noun,נפש,nefesh,soul / spirit / life,430,2 × 5 × 43,2,5,43,,,,,,
1208,noun,נפילת,nefilat,fall of,50+80+10+30+400 = 570,2 * 3 * 5 * 19,2,3,5,19,,,,,
1208,noun,נפילת,nefilat,fall of,570,2 × 3 × 5 × 19,2,3,5,19,,,,,
759,verb,נהרגו,nehergu,were killed,269,269,269,,,,,,,,
557,verb,נחשב,nekhshav,is considered / was considered (m.s.),358,2 × 179,2,179,,,,,,,
1521,noun,נקודת,nekudat,point of,554,2 × 277,2,277,,,,,,,
663,noun,נקודות,nekudot,points,170,2 × 5 × 17,2,5,17,,,,,,
1543,adjective,נמוכה,nemukha,low / short (f.s.),128,2⁷,2⁷,,,,,,,,
435,noun,נשק,neshek,weapon,400,2⁴ × 5²,2⁴,5²,,,,,,,
1011,adjective,ניכר,nikar,obvious / evident (m.s.),350,2 × 5² × 7,2,5²,7,,,,,,
1422,verb,נקרא,nikra,is read / is called / was read (m.s.),350,2 × 5² × 7,2,5²,7,,,,,,
1577,verb,נמשך,nimshakh,continues / continued / lasted (m.s.),398,2 × 199,2,199,,,,,,,
888,verb,נמצאים,nimtsa'im,are found / are [at] (m.pl.),200,2³ × 5²,2³,5²,,,,,,,
1073,verb,נמצאו,nimtse'u,were found / were [at],207,3² × 23,3²,23,,,,,,,
1008,verb,נמצאת,nimtset,is found / is [at] (f.s.),590,2 × 5 × 59,2,5,59,,,,,,
891,verb,ניסה,nisa,tried (m.s.),415,5 × 83,5,83,,,,,,,
1023,noun,ניסיון,nisayon,experience / trial / attempt,186,2 × 3 × 31,2,3,31,,,,,,
1379,verb,נשאר,nish'ar,Stayed / remained / was left (m.s.),550,2 × 5² × 11,2,5²,11,,,,,,
1027,verb,ניסו,nisu,tried (pl.),116,2² × 29,2²,29,,,,,,,
1520,noun,ניסיונות,nisyonot,trials / attempts,596,2² × 149,2²,149,,,,,,,
780,verb,נבחר,nivkhar,was elected / was selected (m.s.),262,2 × 131,2,131,,,,,,,
878,verb,נבנה,nivna,was built (m.),63,3² × 7,3²,7,,,,,,,
1221,verb,נבנו,nivnu,were built,50+2+50+6 = 108,2² * 3²,2²,3²,,,,,,,
1082,verb,נולד,nolad,was born (m.s.),64,2⁶,2⁶,,,,,,,,
1495,noun,נוסעים,nos'im,passengers / travelers (m.pl.),200,2³ × 5²,2³,5²,,,,,,,
454,adjective,נוספות,nosafot,additional (f.pl.),602,2 × 7 × 43,2,7,43,,,,,,
951,noun,נושא,nose,subject,361,19²,19²,,,,,,,,
1390,verb,נותר,notar,was left (m.s.),650,2 × 5² × 13,2,5²,13,,,,,,
1096,verb,נותרו,notru,were left,672,2⁵ × 3 × 7,2⁵,3,7,,,,,,
1147,verb,נוצר,notsar,is/was formed / is/was created (m.s.),350,2 × 5² × 7,2,5²,7,,,,,,
1517,preposition,אודות,odot,about,81,3⁴,3⁴,,,,,,,,
1242,noun,אופן,ofen,mode / manner / way,1+80+50+10 = 141,3 * 47,3,47,,,,,,,
1256,noun,אופי,ofi,character / nature,101,101,101,,,,,,,,
764,noun,אוכל,okhel,food,47,47,47,,,,,,,,
691,noun,עולם,olam,world / universe,146,2 × 73,2,73,,,,,,,
1068,noun/adjective,עולה,ole,rising / climbing / immigrant (m.s.),105,3 × 5 × 7,3,5,7,,,,,,
1503,noun,עולי,olei,immigrants of,116,2² × 29,2²,29,,,,,,,
1234,noun,עולים,olim,rising / increasing / climbing / immigrants (m.pl.),70+6+30+10+40 = 156,2² * 3 * 13,2²,3,13,,,,,,
1234,noun/adjective,עולים,olim,rising / increasing / climbing / immigrants (m.pl.),116,2² × 29,2²,29,,,,,,,
1225,noun,אמנות,omanut,art,1+40+50+6+400+1 = 498,2 * 3 * 83,2,3,83,,,,,,
1039,verb,עומד,omed,stands / is about to / endures (m.s.),124,2² × 31,2²,31,,,,,,,
1350,verb,אומר,omer,says / saying (m.s.),247,13 × 19,13,19,,,,,,,
599,adverb,אומנם,omnam,indeed,131,131,131,,,,,,,,
1268,noun,עונה,ona,season,70+50+6+5 = 131,131,131,,,,,,,,
527,noun,אור,or,light,207,3² × 23,3²,23,,,,,,,
1309,noun,אור,or,light,1+6+200 = 207,3² × 23,3²,23,,,,,,,
1374,noun,אורניום,oranium,uranium,307,307,307,,,,,,,,
932,noun,אורך,orekh,length / duration,217,7 × 31,7,31,,,,,,,
1348,noun,אורז,orez,rice,1+6+200+7 = 214,2 × 107,2,107,,,,,,,
1359,noun,אורז,orez,rice,1+6+200+7 = 214,2 × 107,2,107,,,,,,,
835,verb,עושה,ose,do / make (m.s.),386,2 × 193,2,193,,,,,,,
555,pronoun,אותן,otan,them (f.),507,3 × 13²,3,13²,,,,,,,
430,pronoun,אותי,oti,me,417,3 × 139,3,139,,,,,,,
1065,pronoun,אותך,otkha,you (m.s.),431,431,431,,,,,,,,
1366,verb,פעל,pa'al,acted / operated (m.s.),180,2² × 3² × 5,2²,3²,5,,,,,,
1084,adjective,פעיל,pa'il,active,180,2² × 3² × 5,2²,3²,5,,,,,,
1528,noun,פחמן,pakhman,carbon,198,2 × 3² × 11,2,3²,11,,,,,,
442,adverb,פחות,pakhot,less / minus,494,2 × 13 × 19,2,13,19,,,,,,
1362,verb,פנה,pana,turned (m.s.),125,5³,5³,,,,,,,,
736,noun,פנים,panim,face,190,2 × 5 × 19,2,5,19,,,,,,
1079,verb,פסק,pasak,gave judgment / decided / rules (m.s.),180,2² × 3² × 5,2²,3²,5,,,,,,
1214,adjective,פשוט,pashut,simple (m.s.),80+300+6+400 = 786,2 * 3 * 131,2,3,131,,,,,,
1041,verb/noun,פתח,patakh,opened (m.s.) / opening / aperture,488,2³ × 61,2³,61,,,,,,,
446,noun,פעמים,pe'amim,times,240,2⁴ × 3 × 5,2⁴,3,5,,,,,,
490,noun,פעילות,pe'ilut,activity,202,2 × 101,2,101,,,,,,,
472,noun,פעולות,pe'ulot,actions / operations / deeds / transactions,202,2 × 101,2,101,,,,,,,
1255,noun,פרח,perakh,flower,80+200+8+20 = 308,2² * 7 * 11,2²,7,11,,,,,,
1299,noun,פרח,perakh,flower,80+200+8+20 = 308,2² * 7 * 11,2²,7,11,,,,,,
1336,noun,פרח,perakh,flower,80+200+8+20 = 308,2² × 7 × 11,2²,7,11,,,,,,
1366,noun,פרחים,perakhim,flowers,80+200+8+20+10+40+10 = 368,2⁴ × 23,2⁴,23,,,,,,,
987,noun,פרק,perek,chapter / period / joint / dismantled (m.s.),380,2² × 5 × 19,2²,5,19,,,,,,
1295,noun,פרי,peri,fruit,80+200+10 = 290,2 * 5 * 29,2,5,29,,,,,,
1332,noun,פרי,peri,fruit,80+200+10 = 290,2 × 5 × 29,2,5,29,,,,,,
1361,noun,פירות,perot,fruits,80+200+6+200+400 = 886,2 × 443,2,443,,,,,,,
1541,noun,פגיעה,pgi'a,hit / impact / damage / offense,148,2² × 37,2²,37,,,,,,,
648,verb,פרסם,pirsem,published / advertised (m.s.),380,2² × 5 × 19,2²,5,19,,,,,,
1283,noun,פיסול,pisul,sculpture,216,2³ × 3³,2³,3³,,,,,,,
982,adverb,פתאום,pit'om,suddenly,496,2⁴ × 31,2⁴,31,,,,,,,
1364,noun,פטריות,pitriyot,mushrooms,80+400+200+10+6+10+400 = 1106,2 × 7 × 79,2,7,79,,,,,,
1061,noun,פיתוח,pituakh,development,499,499,499,,,,,,,,
967,noun,פועל,po'el,worker / operates (m.s.) / verb,165,3 × 5 × 11,3,5,11,,,,,,
1009,adjective,פוליטית,politit,political (f.s.),495,3² × 5 × 11,3²,5,11,,,,,,
1466,noun,פרס,pras,award / prize,380,2² × 5 × 19,2²,5,19,,,,,,
956,noun/preposition,פרט,prat,detail / individual / except,380,2² × 5 × 19,2²,5,19,,,,,,
978,noun,פרטים,pratim,details / individuals,680,2³ × 5 × 17,2³,5,17,,,,,,
1043,noun,פרי,pri,fruit,290,2 × 5 × 29,2,5,29,,,,,,
1525,noun,פטל,ptal,raspberry,80+9+400+30 = 519,3 × 173,3,173,,,,,,,
1349,noun,קטניה,qetania,legumes / beans,100+9+400+50+10+5 = 574,2 × 7 × 41,2,7,41,,,,,,
1360,noun,קטניות,qetaniyot,legumes,100+9+400+50+10+5+400 = 974,2 × 487,2,487,,,,,,,
1528,noun,קלמנטינה,qlementina,clementine,100+30+30+40+50+10+50+5+50+10 = 375,3 × 5³,3,5³,,,,,,,
1286,adjective,רע,ra,bad,270,2 × 3³ × 5,2,3³,5,,,,,,
720,verb,ראה,ra'a,saw (m.s.),205,5 × 41,5,41,,,,,,,
1317,noun,רעם,ra'am,thunder,200+70+40+40 = 350,2 × 5² × 7,2,5²,7,,,,,,
1310,noun,רבי,rabi,rabbi / my rabbi / my teacher,212,2² × 53,2²,53,,,,,,,
1499,adjective,רחב,rakhav,wide,222,2 × 3 × 37,2,3,37,,,,,,
968,noun,רמת,ramat,height of / level of,640,2⁷ × 5,2⁷,5,,,,,,,
1324,verb,רצה,ratsa,wanted (m.s.) / ran (f.s.),290,2 × 5 × 29,2,5,29,,,,,,
1230,noun,רגע,rega,moment,200+90+10 = 300,2² * 3 * 5²,2²,3,3,,,,,,
1248,noun,רגל,regel,leg,200+3+30+30 = 263,263,263,,,,,,,,
413,noun,רקע,reka,background,280,2³ × 5 × 7,2³,5,7,,,,,,
840,noun,רחוב,rekhov,street,222,2 × 3 × 37,2,3,37,,,,,,
1254,noun,רשת,reshet,net,900,2² × 3² × 5²,2²,3²,5²,,,,,,
1332,noun,ראשית,reshit,beginning,911,911,911,,,,,,,,
1522,noun,ריכוז,rikuz,concentration,227,227,227,,,,,,,,
1375,noun,רימון,rimon,pomegranate,200+10+40+6+50 = 306,2 × 3² × 17,2,3²,17,,,,,,
1282,noun,רימון,rimon,pomegranate / grenade,355,5 × 71,5,71,,,,,,,
1364,adjective,רשמי,rishmi,official (m.s.),550,2 × 5² × 11,2,5²,11,,,,,,
1451,adjective/adverb,רשמית,rishmit,official (f.s.) / officially,950,2 × 5² × 19,2,5²,19,,,,,,
1111,verb,רואה,ro'e,see (m.s.),211,211,211,,,,,,,,
1506,verb,רואים,ro'im,see (m.pl.),257,257,257,,,,,,,,
458,verb,רוצה,rotse,wants (m.s.),301,7 × 43,7,43,,,,,,,
480,noun,רוח,ru'akh,wind / spirit / ghost,214,2 × 107,2,107,,,,,,,
1276,noun,רוח,ruach,wind / spirit,200+6+8+5 = 219,3 * 73,3,73,,,,,,,
1312,noun,רוח,ruach,wind / spirit,200+6+8+5 = 219,3 × 73,3,73,,,,,,,
1368,pronoun,רובם,rubam,most of them (m.),248,2³ × 31,2³,31,,,,,,,
1442,noun,שדה,sade,field,309,3 × 103,3,103,,,,,,,
1341,noun,שדה,sadeh,field,300+4+5+10 = 319,11 × 29,11,29,,,,,,,
1391,noun,שפה,safa,language / lip,385,5 × 7 × 11,5,7,11,,,,,,
838,verb/adverb,שמה,sama,placed / put (f.s.) / there,345,3 × 5 × 23,3,5,23,,,,,,
514,noun,סמים,samim,drugs,120,2³ × 3 × 5,2³,3,5,,,,,,
476,verb,שמו,samu,placed / put (pl.),346,2 × 173,2,173,,,,,,,
685,adjective,סמוך,samukh,near / confident (m.s.),126,2 × 3² × 7,2,3²,7,,,,,,
791,verb,סנט,sanat,mocked / teased (m.s.),120,2³ × 3 × 5,2³,3,5,,,,,,
652,noun,שר,sar,minister,500,2² × 5³,2², 5³,,,,,,,
1347,noun,שדרות,sderot,boulevard,964,2² × 241,2²,241,,,,,,,
1277,noun,סערה,se'arah,storm,60+1+200+5+10 = 276,2² * 3 * 23,2²,3,23,,,,,,
1313,noun,סערה,se'arah,storm,60+1+200+5+10 = 276,2² × 3 × 23,2²,3,23,,,,,,
1346,noun,שעורה,se'orah,barley,300+70+6+200+5 = 581,7 × 83,7,83,,,,,,,
1335,noun,סדר,seder,order / Passover 'seder',264,2³ × 3 × 11,2³,3,11,,,,,,
1289,noun,סלע,sela,rock / stone,60+30+3+1 = 94,2 * 47,2,47,,,,,,,
1329,noun,סלע,sela,rock / stone,60+30+3+1 = 94,2 × 47,2,47,,,,,,,
1370,noun,סמל,semel,symbol / sergeant,120,2³ × 3 × 5,2³,3,5,,,,,,
1494,noun,ספרים,sfarim,books,380,2² × 5 × 19,2²,5,19,,,,,,
1497,noun,ספינות,sfinot,ships,476,2² × 7 × 17,2²,7,17,,,,,,
653,noun,שאר,sh'ar,rest / remainder,500,2² × 5³,2², 5³,,,,,,,
936,noun,שעה,sha'a,hour / time,375,3 × 5³,3,5³,,,,,,,
567,verb,שאל,sha'al,asked / borrowed (m.s.),330,2 × 3 × 5 × 11,2,3,5,11,,,,,
911,noun,שער,sha'ar,gate / hair,570,2 × 3 × 5 × 19,2,3,5,19,,,,,
695,noun,שעות,sha'ot,hours,375,3 × 5³,3,5³,,,,,,,
1352,noun,שעועית,sha'uit,bean,300+70+6+10+400+10+5 = 801,3 × 7 × 37,3,7,37,,,,,,
1480,noun,שלב,shalav,stage / phase / rung,332,2² × 83,2²,83,,,,,,,
637,noun,שלום,shalom,peace,376,2³ × 47,2³,47,,,,,,,
1262,noun,שמים,shamayim,heavens / sky,300+40+10+40+10 = 400,2⁴ * 5²,2²,,,,,,,,
1319,noun,שמיים,shamayim,heavens / sky,300+40+10+40+10 = 400,2⁴ × 5²,2⁴,5²,,,,,,,
977,adjective/noun,שמן,shamen,fat (adj.) (m.s.) / oil,390,2 × 3 × 5 × 13,2,3,5,13,,,,,
1267,noun,שנה,shana,year,300+50+5+5 = 360,2³ * 3² * 5,2³,3²,5,,,,,,
1383,verb/noun,שב,shav,returned (m.s.) / sit (m.s. imperative) / old person,302,2 × 151,2,151,,,,,,,
804,noun,שבועות,shavu'ot,weeks / Shavuot (Jewish holiday),778,2 × 389,2,389,,,,,,,
1265,noun,שבוע,shavua,week,300+2+6+1+6 = 315,3² * 5 * 7,3²,5,7,,,,,,
824,conjunction/noun,שעל,she'al,that is on / step,370,2 × 5 × 37,2,5,37,,,,,,
1178,noun,שערים,she'arim,gates,570,2 × 3 × 5 × 19,2,3,5,19,,,,,
535,conjunction,שאין,she'ein,that there is no,420,2² × 3 × 5 × 7,2²,3,5,7,,,,,
844,conjunction,שאינם,she'einam,that are not / that are not here (m.pl.),450,2 × 3² × 5²,2,3²,5²,,,,,,
979,conjunction,שאינו,she'eino,that is not / that is not here (m.s.),421,421,421,,,,,,,,
1017,noun,שאלה,she'ela,question,335,5 × 67,5,67,,,,,,,
1270,conjunction,שאת,she'et,that the / that you (f.s.),701,701,701,,,,,,,,
1078,conjunction,שבהן,shebahen,that in them (f.),362,2 × 181,2,181,,,,,,,
1410,conjunction,שגם,shegam,that also,343,7³,7³,,,,,,,,
403,conjunction/verb,שהייתה,shehaita,that/who was / that she was,725,5² × 29,5²,29,,,,,,,
1075,conjunction,שהגיעו,shehigi'u,that/who arrived (pl.),329,7 × 47,7,47,,,,,,,
1019,conjunction,שכל,shekol,that all,340,2² × 5 × 17,2²,5,17,,,,,,
898,pronoun,שלנו,shelanu,ours,390,2 × 3 × 5 × 13,2,3,5,13,,,,,
580,conjunction,שלאחר,shele'akhar,that after,549,3² × 61,3²,61,,,,,,,
1315,noun,שלג,sheleg,snow,300+30+3 = 333,3² × 37,3²,37,,,,,,,
934,pronoun,שלך,shelkha,yours (m.s.),340,2² × 5 × 17,2²,5,17,,,,,,
1259,noun,שמש,shemesh,sun,300+40+10+300 = 650,2 * 5² * 13,2,5²,13,,,,,,
763,noun,שמות,shemot,names,646,2 × 17 × 19,2,17,19,,,,,,
1035,adverb,שנית,shenit,again,750,2 × 3 × 5³,2,3,5³,,,,,,
999,conjunction,שניתן,shenitan,that is possible,850,2 × 5² × 17,2,5²,17,,,,,,
1307,number/adjective,שש,shesh,six / glad (m.s.),600,2³ × 3 × 5²,2³,3,5²,,,,,,
532,noun,שטח,shetakh,area / field / territory,328,2³ × 41,2³,41,,,,,,,
461,conjunction,שיש,sheyesh,that there is,610,2 × 5 × 61,2,5,61,,,,,,
1458,conjunction,שיהיה,sheyihye,that will be (m.s.),335,5 × 67,5,67,,,,,,,
1347,noun,שיפון,shifon,rye,300+10+80+6+50 = 446,2 × 223,2,223,,,,,,,
1358,noun,שיפון,shifon,rye,300+10+80+6+50 = 446,2 × 223,2,223,,,,,,,
1025,noun,שלטון,shilton,authority / reign / government,785,5 × 157,5,157,,,,,,,
574,verb,שימש,shimesh,was used / served (m.s.),640,2⁷ × 5,2⁷,5,,,,,,,
584,noun,שינוי,shinui,change,366,2 × 3 × 61,2,3,61,,,,,,
1167,noun,שינויים,shinuim,changes,416,2⁵ × 13,2⁵,13,,,,,,,
1205,noun,שיר,shir,song / poem,300+10+200 = 510,2 * 3 * 5 * 17,2,3,5,17,,,,,
1218,noun,שירה,shira,singing / poetry,300+10+200+1 = 511,7 * 73,7,73,,,,,,,
1264,noun,שירים,shirim,songs / poems,650,2 × 5² × 13,2,5²,13,,,,,,
1396,noun,שיטה,shita,method,314,2 × 157,2,157,,,,,,,
983,noun,שיטת,shitat,method of,714,2 × 3 × 7 × 17,2,3,7,17,,,,,
821,noun,שיטות,shitot,methods,725,5² × 29,5²,29,,,,,,,
1498,noun,שיתוף,shituf,cooperation / collaboration,736,2⁵ × 23,2⁵,23,,,,,,,
1526,noun,שנתיים,shnatayim,two years,800,2⁵ × 5²,2⁵,5²,,,,,,,
402,adjective,שונה,shone,different (m.s.),365,5 × 73,5,73,,,,,,,
1369,noun,שורשים,shorashim,roots,300+6+200+300+10+40+10 = 866,2 × 433,2,433,,,,,,,
1298,noun,שורש,shoresh,root,300+6+200+300+300 = 1106,2 * 7 * 79,2,7,79,,,,,,
1335,noun,שורש,shoresh,root,300+6+200+300+300 = 1106,2 × 7 × 79,2,7,79,,,,,,
412,noun,שושלת,shoshelet,dynasty,739,739,739,,,,,,,,
562,noun,שוליים,shulayim,margins / edges / fringe,380,2² × 5 × 19,2²,5,19,,,,,,
441,noun,שום,shum,nothing / garlic,346,2 × 173,2,173,,,,,,,
1231,noun,שיח,si'akh,bush / talk,300+10+8 = 318,2 * 3 * 53,2,3,53,,,,,,
1173,noun,סדרת,sidrat,series of,664,2³ × 83,2³,83,,,,,,,
1471,noun,ספרי,sifri,my book,350,2 × 5² × 7,2,5²,7,,,,,,
1057,noun,ספרו,sifro,his book,386,2 × 193,2,193,,,,,,,
1081,noun,סגנון,signon,style / manner,129,3 × 43,3,43,,,,,,,
1279,noun,סימן,siman,sign,140,2² × 5 × 7,2²,5,7,,,,,,
1437,verb,סיפר,siper,told,380,2² × 5 × 19,2²,5,19,,,,,,
926,noun,סיפור,sipur,story,386,2 × 193,2,193,,,,,,,
1164,noun,סיום,siyum,end,116,2² × 29,2²,29,,,,,,,
1356,noun,סויה,soya,soy,60+6+10+5 = 81,3⁴,3⁴,,,,,,,,
692,noun,ספורט,sport,sport,680,2³ × 5 × 17,2³,5,17,,,,,,
1263,noun,סרטים,sratim,movies,680,2³ × 5 × 17,2³,5,17,,,,,,
1058,noun,סוג,sug,kind / class / type,69,3 × 23,3,23,,,,,,,
822,noun,סוגי,sugei,kinds of / classes of / types of,79,79,79,,,,,,,,
1318,noun,סופה,supah,tempest,60+6+80+5 = 151,151,151,,,,,,,,
622,verb,טען,ta'an,claimed / argued (m.s.),119,7 × 17,7,17,,,,,,,
1446,verb,טענו,ta'anu,claimed / argued (pl.),115,5 × 23,5,23,,,,,,,
710,noun,תאי,ta'ei,cells of,420,2² × 3 × 5 × 7,2²,3,5,7,,,,,
1198,noun,תאים,ta'im,cells,461,461,461,,,,,,,,
868,adverb,תדיר,tadir,frequently,224,2⁵ × 7,2⁵,7,,,,,,,
707,noun,תפקיד,tafkid,role,209,11 × 19,11,19,,,,,,,
881,noun,תגיות,tagiyot,badges / labels / tags,434,2 × 7 × 31,2,7,31,,,,,,
667,noun,תהליך,tahalikh,process,468,2² × 3² × 13,2²,3²,13,,,,,,
1496,noun,תחרות,takharut,competition,714,2 × 3 × 7 × 17,2,3,7,17,,,,,
1155,noun,תחרויות,takharuyot,competitions,632,2³ × 79,2³,79,,,,,,,
474,adverb,תמיד,tamid,always,94,2 × 47,2,47,,,,,,,
1175,noun,טנקים,tankim,tanks,580,2² × 5 × 29,2²,5,29,,,,,,
1269,noun,תפוח,tapu'akh,apple,496,2⁴ × 31,2⁴,31,,,,,,,
1542,noun,תפוח,tapuach,apple,400+80+6+1+8 = 495,3 × 5 × 33,3,5,33,,,,,,
1531,noun,תפוז,tapuz,orange,400+80+6+7 = 493,17 × 29,17,29,,,,,,,
1309,noun,תרבות,tarbut,civilization / culture,642,2 × 3 × 107,2,3,107,,,,,,
1201,prefix,תת,tat,hypo-/sub-/infra-,400,2⁴ * 5²,2²,,,,,,,,
933,noun,תבלינים,tavlinim,spices,492,2² × 3 × 41,2²,3,41,,,,,,
856,noun,תה,te,tea,405,3⁴ × 5,3⁴,5,,,,,,,
1015,verb,תיאר,te'er,described (m.s.),611,13 × 47,13,47,,,,,,,
1051,noun,תיאור,te'ur,description,611,13 × 47,13,47,,,,,,,
1032,noun,תיאורים,te'urim,descriptions,657,3³ × 73,3³,73,,,,,,,
823,noun,תהילים,tehilim,psalms,495,3² × 5 × 11,3²,5,11,,,,,,
1559,conjunction,טרם,terem,before,640,2⁷ × 5,2⁷,5,,,,,,,
1344,noun,תבואה,tevuah,grain / produce,400+2+6+5+1+5 = 419,419,419,,,,,,,,
1091,verb,תהיה,tihiye,you will be (m.s.) / she will be,425,5² × 17,5²,17,,,,,,,
634,noun,טיפול,tipul,treatment,56,2³ × 7,2³,7,,,,,,,
1351,noun,תירס,tiras,corn,400+10+200+60 = 670,2 × 5 × 67,2,5,67,,,,,,
1253,adjective,טבעי,tiv'i,natural (m.s.),102,2 × 3 × 17,2,3,17,,,,,,
1334,noun/adverb,תחילה,tkhila,beginning / first,453,3 × 151,3,151,,,,,,,
610,noun,תחילת,tkhilat,the beginning of,849,3 × 283,3,283,,,,,,,
863,noun,תנאי,tnai,condition / provision,560,2⁴ × 5 × 7,2⁴,5,7,,,,,,
723,noun,תנועה,tnu'a,movement / motion / traffic,466,2 × 233,2,233,,,,,,,
471,noun,תנועת,tnu'at,movement of / motion of / traffic of,466,2 × 233,2,233,,,,,,,
1547,noun,תנועות,tnu'ot,motions / movements,466,2 × 233,2,233,,,,,,,
1281,noun,תואר,to'ar,title / degree / adjective / appearance,616,2³ × 7 × 11,2³,7,11,,,,,,
1455,noun,תום,tom,completion / perfection / wholeness,446,2 × 223,2,223,,,,,,,
1516,noun,תור,tor,line / turn,216,2³ × 3³,2³,3³,,,,,,,
828,noun,תושבי,toshvei,the residents of,721,7 × 103,7,103,,,,,,,
